I_size,D_size,L2_size,I_assoc,D_assoc,L2_assoc,sim_seconds,CPI,D MR,I MR,L2 MR
64,8,2048,2,2,8,0.006611,1.322242,0.009532,0.000974,0.13241
64,8,2048,4,2,4,0.006609,1.321753,0.009533,0.000785,0.133625
64,8,2048,4,2,8,0.006609,1.321753,0.009533,0.000785,0.133625
64,8,256,2,2,4,0.006612,1.322459,0.009532,0.000974,0.132972
64,8,256,2,2,8,0.006611,1.322261,0.009532,0.000974,0.13241
64,8,256,4,2,4,0.00661,1.321955,0.009533,0.000785,0.134164
64,8,256,4,2,8,0.006609,1.321786,0.009533,0.000785,0.133652
64,8,4096,2,2,4,0.006611,1.322242,0.009532,0.000974,0.13241
64,8,4096,2,2,8,0.006611,1.322242,0.009532,0.000974,0.13241
64,8,4096,4,2,4,0.006609,1.321753,0.009533,0.000785,0.133625
64,8,4096,4,2,8,0.006609,1.321753,0.009533,0.000785,0.133625
64,8,512,2,2,4,0.006611,1.322261,0.009532,0.000974,0.132437
64,8,512,2,2,8,0.006611,1.322242,0.009532,0.000974,0.13241
64,8,512,4,2,4,0.006609,1.321753,0.009533,0.000785,0.133625
64,8,512,4,2,8,0.006609,1.321753,0.009533,0.000785,0.133625
8,16,1024,2,2,4,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,1024,2,2,8,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,1024,2,4,4,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,1024,2,4,8,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,2048,2,2,4,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,2048,2,2,8,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,2048,2,4,4,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,2048,2,4,8,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,256,2,2,4,0.006647,1.32939,0.008026,0.008088,0.1136
8,16,256,2,2,8,0.006642,1.328444,0.008024,0.008088,0.111745
8,16,256,2,4,4,0.006501,1.300132,0.004171,0.008083,0.175344
8,16,256,2,4,8,0.006497,1.299324,0.004169,0.008083,0.172549
8,16,4096,2,2,4,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,4096,2,2,8,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,4096,2,4,4,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,4096,2,4,8,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,512,2,2,4,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,512,2,2,8,0.006642,1.328429,0.008024,0.008088,0.111677
8,16,512,2,4,4,0.006496,1.299249,0.004169,0.008083,0.172444
8,16,512,2,4,8,0.006496,1.299249,0.004169,0.008083,0.172444
8,32,1024,2,2,4,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,1024,2,2,8,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,1024,2,4,4,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,1024,2,4,8,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,2048,2,2,4,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,2048,2,2,8,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,2048,2,4,4,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,2048,2,4,8,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,256,2,2,4,0.006623,1.32453,0.007457,0.008084,0.119787
8,32,256,2,2,8,0.006619,1.323799,0.007456,0.008084,0.117807
8,32,256,2,4,4,0.006498,1.29954,0.00401,0.00808,0.179128
8,32,256,2,4,8,0.006493,1.298535,0.004009,0.00808,0.176483
8,32,4096,2,2,4,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,4096,2,2,8,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,4096,2,4,4,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,4096,2,4,8,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,512,2,2,4,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,512,2,2,8,0.006618,1.323656,0.007456,0.008084,0.117735
8,32,512,2,4,4,0.006493,1.298518,0.004009,0.00808,0.176376
8,32,512,2,4,8,0.006493,1.298518,0.004009,0.00808,0.176376
8,64,1024,2,2,4,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,1024,2,2,8,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,1024,2,4,4,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,1024,2,4,8,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,2048,2,2,4,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,2048,2,2,8,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,2048,2,4,4,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,2048,2,4,8,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,256,2,2,4,0.006492,1.298337,0.003689,0.008078,0.187346
8,64,256,2,2,8,0.006488,1.297632,0.003688,0.008078,0.184987
8,64,256,2,4,4,0.006487,1.297367,0.003657,0.008072,0.188772
8,64,256,2,4,8,0.006484,1.296762,0.003655,0.008072,0.186582
8,64,4096,2,2,4,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,4096,2,2,8,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,4096,2,4,4,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,4096,2,4,8,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,512,2,2,4,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,512,2,2,8,0.006488,1.297539,0.003688,0.008078,0.184762
8,64,512,2,4,4,0.006483,1.296639,0.003655,0.008072,0.186318
8,64,512,2,4,8,0.006483,1.296639,0.003655,0.008072,0.186318
8,8,1024,2,2,4,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,1024,2,2,8,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,2048,2,2,4,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,2048,2,2,8,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,256,2,2,4,0.006709,1.341854,0.009531,0.0081,0.100209
8,8,256,2,2,8,0.006704,1.340794,0.00953,0.0081,0.098514
8,8,4096,2,2,4,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,4096,2,2,8,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,512,2,2,4,0.006704,1.340772,0.00953,0.0081,0.098454
8,8,512,2,2,8,0.006704,1.340772,0.00953,0.0081,0.098454
