I_size,D_size,L2_size,I_assoc,D_assoc,L2_assoc,cache_line,sim_seconds,CPI,D MR,I MR,L2 MR
16,8,4096,4,4,8,256,0.01533,3.065939,0.021231,0.000153,0.943136
32,128,1024,2,2,8,256,0.015612,3.122399,0.02062,0.000138,0.998813
32,128,1024,2,4,8,256,0.015613,3.122542,0.02062,0.000138,0.998753
32,128,1024,4,2,8,256,0.015613,3.122603,0.02062,0.000127,0.999083
32,128,1024,4,4,8,256,0.015611,3.122275,0.02062,0.000127,0.999023
32,128,256,2,2,8,256,0.015784,3.156747,0.02062,0.000138,0.998933
32,128,256,2,4,8,256,0.015781,3.156179,0.02062,0.000138,0.998873
32,128,256,4,2,8,256,0.015683,3.136582,0.02062,0.000127,0.999143
32,128,256,4,4,8,256,0.015781,3.156179,0.02062,0.000127,0.999083
32,128,4096,2,2,8,256,0.0153,3.059921,0.02062,0.000138,0.998813
32,128,4096,2,4,8,256,0.0153,3.059921,0.02062,0.000138,0.998753
32,128,4096,4,2,8,256,0.0153,3.059921,0.02062,0.000127,0.999083
32,128,4096,4,4,8,256,0.0153,3.059982,0.02062,0.000127,0.999023
32,16,1024,2,2,8,256,0.015618,3.123615,0.020712,0.000138,0.991025
32,16,1024,2,4,8,256,0.015613,3.122542,0.020627,0.000138,0.998153
32,16,1024,4,2,8,256,0.015618,3.123615,0.020712,0.000127,0.991291
32,16,1024,4,4,8,256,0.015613,3.122603,0.020627,0.000127,0.998423
32,16,256,2,2,8,256,0.015686,3.137233,0.020712,0.000138,0.99113
32,16,256,2,4,8,256,0.01568,3.135983,0.020627,0.000138,0.998273
32,16,256,4,2,8,256,0.015686,3.137233,0.020712,0.000127,0.991381
32,16,256,4,4,8,256,0.01568,3.135922,0.020627,0.000127,0.998513
32,16,4096,2,2,8,256,0.015307,3.061325,0.020712,0.000138,0.991025
32,16,4096,2,4,8,256,0.0153,3.059985,0.020627,0.000138,0.998153
32,16,4096,4,2,8,256,0.015307,3.061325,0.020712,0.000127,0.991291
32,16,4096,4,4,8,256,0.0153,3.059982,0.020627,0.000127,0.998423
32,32,1024,2,2,8,256,0.015618,3.123615,0.020702,0.000138,0.991972
32,32,1024,2,4,8,256,0.015612,3.122399,0.020623,0.000138,0.998528
32,32,1024,4,2,8,256,0.015618,3.123554,0.020702,0.000127,0.992238
32,32,1024,4,4,8,256,0.015613,3.122507,0.020623,0.000127,0.998798
32,32,256,2,2,8,256,0.015686,3.137233,0.020702,0.000138,0.992091
32,32,256,2,4,8,256,0.01568,3.136015,0.020623,0.000138,0.998648
32,32,256,4,2,8,256,0.015686,3.137137,0.020702,0.000127,0.992328
32,32,256,4,4,8,256,0.01568,3.135983,0.020623,0.000127,0.998888
32,32,4096,2,2,8,256,0.015306,3.061235,0.020702,0.000138,0.991972
32,32,4096,2,4,8,256,0.015301,3.060109,0.020623,0.000138,0.998528
32,32,4096,4,2,8,256,0.015306,3.061174,0.020702,0.000127,0.992238
32,32,4096,4,4,8,256,0.0153,3.059982,0.020623,0.000127,0.998798
32,64,1024,2,2,8,256,0.015612,3.122399,0.020622,0.000138,0.998618
32,64,1024,2,4,8,256,0.015611,3.122275,0.020622,0.000138,0.998633
32,64,1024,4,2,8,256,0.015612,3.122304,0.020622,0.000127,0.998888
32,64,1024,4,4,8,256,0.015612,3.122304,0.020622,0.000127,0.998903
32,64,256,2,2,8,256,0.01568,3.136012,0.020622,0.000138,0.998738
32,64,256,2,4,8,256,0.015679,3.135887,0.020622,0.000138,0.998753
32,64,256,4,2,8,256,0.01568,3.135983,0.020622,0.000127,0.998978
32,64,256,4,4,8,256,0.015679,3.135887,0.020622,0.000127,0.998993
32,64,4096,2,2,8,256,0.015299,3.059768,0.020622,0.000138,0.998618
32,64,4096,2,4,8,256,0.015301,3.060109,0.020622,0.000138,0.998633
32,64,4096,4,2,8,256,0.015299,3.059768,0.020622,0.000127,0.998888
32,64,4096,4,4,8,256,0.015299,3.059768,0.020622,0.000127,0.998903
32,8,1024,2,2,8,256,0.015962,3.19238,0.02828,0.000138,0.577069
32,8,1024,2,4,8,256,0.015641,3.128229,0.021231,0.000138,0.943484
32,8,1024,4,2,8,256,0.015962,3.192475,0.02828,0.000127,0.577159
32,8,1024,4,4,8,256,0.015641,3.128229,0.021231,0.000127,0.943739
32,8,256,2,2,8,256,0.016029,3.205835,0.02828,0.000138,0.577129
32,8,256,2,4,8,256,0.015708,3.141638,0.021231,0.000138,0.943583
32,8,256,4,2,8,256,0.01603,3.206054,0.02828,0.000127,0.57722
32,8,256,4,4,8,256,0.015708,3.141519,0.021231,0.000127,0.943838
32,8,4096,2,2,8,256,0.01565,3.130058,0.02828,0.000138,0.577069
